DOSSIER,VGNUMMER,HN45,PCVA,STRAAT_VA,HUISNR_VA,TOEV_VA,PC_VA,PLAATS_VA,RV,URL,inOnderzoek,gebruiksdoel,oppervlakte,vbloStatus,C_HOOFDACT,NEVEN1,NEVEN2,reg_date,emp_class,inNiwo,inFenex
71203478,000039408604,Fasq Forwarding Tilburg B.V.,5048AB,Kraaivenstraat,25,09,5048AB,Tilburg,41,www.fasqforwarding.com,0.0,industriefunctie,77.0,in gebruik,H,H,,2018-03-21,3,0,0
71211004,000039415600,Jcts consultant,4904XK,Wintervlinderhof,42,,4904XK,Oosterhout,1,,0.0,woonfunctie,78.0,in gebruik,H,,,2018-03-22,2,0,0
71219234,000039422976,JTBM B.V.,2991AD,Maasstraat,7,,2991AD,Barendrecht,41,,0.0,woonfunctie,113.0,in gebruik,H,G,,2018-03-23,1,0,0
71219528,000039423220,Haarlemmermeer Transport & Logistiek B.V.,2035SK,Roordastraat,180,,2035SK,Haarlem,41,,0.0,woonfunctie,76.0,in gebruik,H,H,H,2018-03-23,1,0,0
71244484,000039447006,M.A. Global Logistics B.V.,3032AL,Schiekade,830,,3032AL,Rotterdam,41,,0.0,kantoorfunctie,27713.0,in gebruik,H,,,2018-03-26,2,0,0
71245138,000039447626,Digital Data Trading & Logistics,2861BC,Bovenberg,83,a,2861BC,Bergambacht,1,,0.0,logiesfunctie,324.0,in gebruik,G,H,,2018-03-26,2,0,0
71249761,000039452042,Daste Logistics,3331LR,Stationsweg,41,,3331LR,Zwijndrecht,1,,0.0,kantoorfunctie,3159.0,in gebruik,H,,,2018-03-26,2,0,0
71251316,000039453510,Mthode Rail Solutions B.V.,4671GK,Prins Mauritsstraat,6,,4671GK,Dinteloord,41,,0.0,woonfunctie,177.0,in gebruik,H,,,2018-03-26,1,0,0
71254129,000039456250,Roosen Logistics,5658GG,Graskarper,54,,5658GG,Eindhoven,1,,0.0,woonfunctie,106.0,in gebruik,H,,,2018-03-26,2,0,0
71257217,000039459128,De Flexpediteur,3201AX,Jan Campertlaan,23,,3201AX,Spijkenisse,1,www.flexpediteur.nl,0.0,woonfunctie,111.0,in gebruik,H,,,2018-03-27,2,0,0
71263454,000039464849,ALE GPD Holland B.V.,4825BD,Konijnenberg,68,,4825BD,Breda,41,www.ale-heavylift.com,0.0,industriefunctie,8716.0,in gebruik,H,G,N,2018-03-27,5,0,0
71264108,000039465489,Baltic Spedition B.V.,3088ED,Van Maasdijkweg,59,,3088ED,Rotterdam,41,,0.0,industriefunctie,3001.0,in gebruik,H,H,G,,5,0,0
71265929,000039467163,Van Deuveren Op- en Overslag B.V.,3771MB,Harselaarseweg,86,,3771MB,Barneveld,41,www.vandeuveren-transport.nl,0.0,industriefunctie,1065.0,in gebruik,H,,,2018-03-27,3,0,0
71279601,000039479447,M/V Tulp Amsterdam B.V.,2909LG,Rivium 2e straat,22,,2909LG,Capelle aan den IJssel,41,,0.0,kantoorfunctie,447.0,in gebruik,C,H,,2018-03-28,2,0,0
71279776,000039479587,Gaston Schul Legal & Compliance B.V.,5928NL,Kazernestraat,10,,5928NL,Venlo,41,,0.0,kantoorfunctie,1464.0,in gebruik,M,M,H,2018-03-28,2,0,0
71281711,000039481433,Bruns Logistics,6581RJ,De Bies,14,,6581RJ,Malden,1,,0.0,woonfunctie,97.0,in gebruik,H,,,2018-03-28,2,0,0
71292446,000039490815,KTV Terminal B.V.,5916PB,Groethofstraat,34,,5916PB,Venlo,41,,0.0,industriefunctie,618.0,in gebruik,H,,,2018-03-29,2,0,0
71298096,000025624547,Transportbedrijf Gerlach,2565JT,Acaciastraat,21,,2565JT,'s-Gravenhage,1,www.gerlachtransport.nl,0.0,woonfunctie,120.0,in gebruik,H,,,2018-03-29,3,0,0
71300414,000025442961,Bruinen Transport B.V.,2681PJ,Madeweg,3,,2681PJ,Monster,41,www.bruinentransport.nl,0.0,woonfunctie,127.0,in gebruik,H,H,,2018-03-30,2,0,0
71309470,000039505707,FWD Fulfilment B.V.,7903AN,Edisonstraat,8,,7903AN,Hoogeveen,41,www.fwdfulfilment.com,0.0,industriefunctie,2512.0,in gebruik,H,H,,2018-04-23,1,0,0
71312773,000039508749,Q-business services,5246BD,De Engstoep,10,,5246BD,Rosmalen,1,,0.0,woonfunctie,96.0,in gebruik,H,N,,2018-03-30,2,0,0
71318844,000038107171,Gebroeders Transport & Logistiek (GTL),7606XR,Frans Halsstraat,28,,7606XR,Almelo,1,,0.0,woonfunctie,71.0,in gebruik,H,H,,2018-03-04,3,0,0
71341692,000003502317,Souman Agro B.V.,8316PZ,Vollenhoverweg,22,,8316PZ,Marknesse,41,www.souman-agro.nl,0.0,overige gebruiksfunctie,4.0,in gebruik,G,H,,2018-05-04,3,0,0
71356061,000039547469,Cryoport Netherlands B.V.,2132WS,Parellaan,18,,2132WS,Hoofddorp,41,,0.0,industriefunctie,735.0,in gebruik,H,H,,2018-06-04,1,0,0
71361871,000039552772,Malik Bouw,3117AW,Westfrankelandsestraat,98,B,3117AW,Schiedam,1,,0.0,woonfunctie,113.0,in gebruik,F,F,H,2018-06-04,2,0,0
71385983,000039574946,Buno Planning & Solutions,1067KN,Nolensstraat,276,,1067KN,Amsterdam,1,,0.0,woonfunctie,78.0,in gebruik,H,,,2018-10-04,2,0,0
71395601,000039583694,Corporate Service (Netherlands) B.V.,3087BM,Waalhaven O.z.,77,,3087BM,Rotterdam,41,,0.0,kantoorfunctie,5876.0,in gebruik,H,K,,2018-11-04,2,0,0
71400338,000039587940,Tim's Support,5247MX,Vlondertuinen,30,,5247MX,Rosmalen,1,,0.0,woonfunctie,139.0,in gebruik,N,H,H,2018-11-04,2,0,0
71416366,000039603342,Masi Applications B.V.,2406JL,Walmolen,2,,2406JL,Alphen aan den Rijn,41,,0.0,woonfunctie,178.0,in gebruik,H,,,2018-04-13,2,0,0
71430830,000039616797,Polar Logistics B.V.,7627LZ,Brooksplein,3,,7627LZ,Bornerbroek,41,,,,,,H,,,2018-04-16,2,0,0
71446850,000039631680,NORDSUD,3071AV,Factorij,36,,3071AV,Rotterdam,1,,0.0,woonfunctie,92.0,in gebruik,H,,,2018-04-17,2,0,0
71457372,000039641511,Freight 4U Logistics B.V.,3194DC,Nieuwe Langeweg,115,,3194DC,Hoogvliet Rotterdam,41,,0.0,kantoorfunctie,40.0,in gebruik,H,,,2018-04-18,2,0,0
71458972,000039642968,Oceanace Shipping B.V.,3067GH,Hoofdweg,76,A,3067GH,Rotterdam,41,,0.0,industriefunctie,502.0,in gebruik,H,,,2018-04-18,5,0,0
71460489,000039644359,Brutra Logistics B.V.,7006RA,Edisonstraat,39,,7006RA,Doetinchem,41,,0.0,industriefunctie,1710.0,in gebruik,H,,,2018-04-18,6,1,0
71473343,000039656209,Trans Globe Netherlands B.V.,1118CL,Evert van de Beekstraat,1,Unit 104,1118CL,Schiphol,41,,0.0,kantoorfunctie,36645.0,in gebruik,H,,,2018-04-20,2,0,0
71492933,000039675033,Muro Logistics,9601LX,Nijverheidsweg,12,,9601LX,Hoogezand,1,www.muro-logistics.nl,0.0,kantoorfunctie,771.0,in gebruik,H,H,M,2018-04-23,2,0,0
71503285,000039684679,Bureau Dirk,2254BC,Burg Van der Hoevenlaan,5,,2254BC,Voorschoten,1,,0.0,woonfunctie,134.0,in gebruik,H,M,,2018-04-24,2,0,0
71505652,000039687325,Easy Road Transport B.V.,5232BC,Europalaan,21,A,5232BC,'s-Hertogenbosch,41,www.easyroadtransport.com,0.0,kantoorfunctie,121.0,in gebruik,H,,,2018-04-24,1,0,0
71511164,000039692310,Dutch Agency Maritime Services,1079ME,President Kennedylaan,165,,1079ME,Amsterdam,1,,0.0,woonfunctie,37.0,in gebruik,H,H,H,,1,0,0
71548882,000013545647,F.I.T.S. Logistics B.V.,2992SB,Achterzeedijk,57,65,2992SB,Barendrecht,41,www.fitslogistics.com,0.0,industriefunctie,1400.0,in gebruik,H,G,G,2018-01-05,5,1,0
71556974,000039734641,Jager Business Development B.V.,7825GA,Maxwellstraat,25,,7825GA,Emmen,41,,0.0,industriefunctie,500.0,in gebruik,G,H,,2018-02-05,1,0,0
71557113,000039734765,Holland Fresh International B.V.,7825GA,Maxwellstraat,25,,7825GA,Emmen,41,,0.0,industriefunctie,500.0,in gebruik,G,G,H,2018-02-05,1,0,0
71583033,000039759407,Aspire-STAR Lounge Amsterdam B.V.,1118CB,Havenmeesterweg,21,,1118CB,Schiphol,41,,0.0,kantoorfunctie,2950.0,in gebruik,H,,,2018-04-05,1,0,0
71591222,000039766853,QBC The Netherlands B.V.,6251NA,Dorpsstraat,3,,6251NA,Eckelrade,41,,0.0,woonfunctie,140.0,in gebruik,H,,,2018-07-05,2,0,0
71603107,000039778142,LaVaCo Logistics,8251XR,De Grutto,53,,8251XR,Dronten,1,,0.0,woonfunctie,129.0,in gebruik,H,,,2018-08-05,2,0,0
71604855,000039779807,Scantrex,8915KM,Sjoerd Spanningawei,2,,8915KM,Leeuwarden,1,,0.0,woonfunctie,236.0,in gebruik,H,H,,2018-08-05,2,0,0
71614079,000039788261,NCW Cargo Controll,1456AX,Hallerweg,88,,1456AX,Wijdewormer,1,,0.0,woonfunctie,138.0,in gebruik,H,,,2018-09-05,2,0,0
71619658,000039793176,VBLogic B.V.,1118DT,Pelikaanweg,1,unit 2132,1118DT,Schiphol,41,,0.0,industriefunctie,6831.0,in gebruik,H,H,,2018-09-05,1,1,0
71620753,000039794113,"Visser Logistics, Blend. & Filling Serv. B.V.",3223NH,Uithofweide,6,,3223NH,Hellevoetsluis,41,,0.0,woonfunctie,215.0,in gebruik,H,G,G,2018-09-05,2,0,0
71633049,000039805964,PERFORM cold forging B.V.,6235EB,Burg Visschersstraat,141,,6235EB,Ulestraten,41,,0.0,industriefunctie,377.0,in gebruik,M,H,M,2018-05-14,1,0,0
71647295,000039819043,DDS Logistics B.V.,5652AL,Hurksestraat,28,B,5652AL,Eindhoven,41,www.ddslogistics.nl,0.0,kantoorfunctie,540.0,in gebruik,H,H,H,2018-05-15,4,0,0
71651020,000039822532,Stichting Aandelenbeheer Salland,8265MG,Kattedoorn,7,,8265MG,Kampen,74,,0.0,woonfunctie,108.0,in gebruik,H,,,2018-05-15,1,0,0
71664858,000039835278,A.A.C.E.,5025DC,Oerlesestraat,233,,5025DC,Tilburg,1,,0.0,woonfunctie,129.0,in gebruik,H,,,2018-05-17,2,0,0
71679472,000039848787,P. de Vrij Customs Services B.V.,2751GP,Ambachtstraat,9,,2751GP,Moerkapelle,41,,0.0,industriefunctie,6296.0,ingetrokken,H,,,2018-05-18,2,0,0
71681035,000011282312,De Vrije Uitgevers B.V.,3812PH,Kleine Koppel,44,,3812PH,Amersfoort,41,www.vrijeuitgevers.nl,,,,,H,M,,2018-07-17,3,0,0
71706461,000039873285,Sola-EMM Logistics & Transport B.V.,3316GZ,Pieter Zeemanweg,167,,3316GZ,Dordrecht,41,,0.0,industriefunctie,376.0,in gebruik,H,H,N,2018-10-10,1,1,0
71707468,000039874206,Hoyu (Europe) Logistics B.V.,1118LM,Folkstoneweg,38,,1118LM,Schiphol,41,,0.0,kantoorfunctie,168.0,in gebruik,H,,,2018-05-23,2,0,0
71719423,000039885305,Aristea International Shipping B.V.,1016EJ,Keizersgracht,391,A,1016EJ,Amsterdam,41,,0.0,woonfunctie,84.0,in gebruik,H,,,2018-07-06,2,0,0
71726527,000039892468,H.L.S. Handling Logistics Storage B.V.,7602KD,Bedrijvenpark Twente,75,,7602KD,Almelo,41,,0.0,industriefunctie,2799.0,in gebruik,H,H,,2018-05-25,2,0,0
71737871,000038394332,Sedat Tosun Transport B.V.,6163LL,Schachtstraat,124,,6163LL,Geleen,41,,0.0,woonfunctie,102.0,in gebruik,H,H,L,2018-05-28,2,0,0
71742662,000039907171,Hoogerwaard Logistics B.V.,3227AL,Julianastraat,22,,3227AL,Oudenhoorn,41,www.hoogerwaardlogistics.com,0.0,woonfunctie,108.0,in gebruik,H,,,2018-05-28,1,0,0
71744584,000039908968,Scheldt Delta Marine Services B.V.,4388WD,Lunet,15,,4388WD,Oost-Souburg,41,www.flagregistration.nl,0.0,woonfunctie,219.0,in gebruik,M,H,H,2018-05-29,2,0,0
71746781,000039910962,Logistiek Centrum Veldhoven B.V.,5503LN,De Run,4318,,5503LN,Veldhoven,41,,0.0,industriefunctie,4028.0,in gebruik,H,H,H,2018-05-29,1,0,0
71748199,000039912310,Translogics B.V.,4501LA,KWL-park,24,,4501LA,Oostburg,41,,0.0,woonfunctie,194.0,in gebruik,H,H,K,2018-05-29,1,0,0
71758585,000039921883,Tradepal B.V.,2587CD,Badhuisweg,63,,2587CD,'s-Gravenhage,41,,0.0,woonfunctie,388.0,in gebruik,H,,,2018-05-30,1,0,0
71774262,000039936066,Algéra Warehousing B.V.,7345DK,Papegaaiweg,35,,7345DK,Wenum Wiesel,41,,0.0,industriefunctie,14136.0,in gebruik,H,H,,2018-05-31,4,0,0
71791353,000039952126,Baalman Beheer,9801BE,Wilhelminalaan,100,a,9801BE,Zuidhorn,1,,0.0,woonfunctie,129.0,in gebruik,F,H,,2018-01-06,2,0,0
71793402,000039953874,AfroDutch Trading & Consultancy,1076AE,Olympiaplein,62,2,1076AE,Amsterdam,1,,0.0,woonfunctie,72.0,in gebruik,H,G,,2018-04-06,2,0,0
71801790,000039961605,Noble Warehousing B.V.,1012SG,Nieuwezijds Voorburgwal,104,,1012SG,Amsterdam,41,,0.0,kantoorfunctie,1275.0,in gebruik,H,G,G,2018-07-27,1,0,0
71826149,000039984079,West-Brabant Corridor B.V.,5047TM,Gesworenhoekseweg,4,,5047TM,Tilburg,41,,0.0,industriefunctie,19292.0,in gebruik,H,G,,2018-06-06,1,0,0
71839356,000035200812,Banen Logistics B.V.,1431BA,van Cleeffkade,15,,1431BA,Aalsmeer,41,www.banen-logistics.nl,0.0,bijeenkomstfunctie,980.0,in gebruik,H,,,2018-08-06,2,0,0
71842764,000039998991,Loyal Cargo Services B.V.,2513EA,Noordwal,10,,2513EA,'s-Gravenhage,41,,0.0,kantoorfunctie,5516.0,in gebruik,H,,,2019-03-10,2,0,0
71844058,000038093049,NAVIMODAL Logistics V.O.F.,2984AB,Gieterijstraat,78,Unit 1.05,2984AB,Ridderkerk,11,www.navislogistics.eu,0.0,kantoorfunctie,74.0,in gebruik,H,,,2018-08-06,3,0,0
71854142,000040009602,Georgi Transporte B.V.,1118LB,Prestwickweg,54,,1118LB,SCHIPHOL,41,georgi-transporte.com,0.0,industriefunctie,120.0,in gebruik,H,,,2018-11-06,3,0,0
71881328,000040034178,Tank Storage Argent B.V.,1044AN,Hornweg,61,,1044AN,Amsterdam,41,,0.0,kantoorfunctie,1380.0,in gebruik,H,H,,2018-06-14,6,0,0
71889043,000040041182,Holland Manufacturing & Trading Company B.V.,2241SK,Van Polanenpark,193,,2241SK,Wassenaar,41,,0.0,woonfunctie,135.0,in gebruik,G,G,H,2018-06-14,2,0,0
71916954,000040066495,Vermaas Customs Agency B.V.,4902ZA,Van Oldeneellaan,9,,4902ZA,Oosterhout,41,,0.0,woonfunctie,124.0,in gebruik,H,H,H,2018-06-20,3,0,0
71918159,000040067556,Vlec Delivery Services,1102AB,Bijlmerdreef,182,C,1102AB,Amsterdam,1,,0.0,overige gebruiksfunctie,80.0,in gebruik,H,,,2018-06-20,2,0,0
71925163,000040073890,UB Forwarding & Logistics B.V.,5741SG,Bijenweg,3,,5741SG,Beek en Donk,41,www.ubforwardingandlogistics.nl,0.0,industriefunctie,297.0,in gebruik,H,,,,2,0,0
71928537,000040076733,BMS Cargo B.V.,1171PL,Schipholweg,307,A,1171PL,Badhoevedorp,41,www.BMS-cargo.eu,0.0,kantoorfunctie,1597.0,ingetrokken,H,,,2018-06-21,1,0,0
71937706,000040084744,Ally Freight Netherlands B.V.,2803PE,Kampenringweg,45,d,2803PE,Gouda,41,,0.0,kantoorfunctie,2222.0,in gebruik,H,,,2018-06-22,1,0,0
71947205,000040093565,Vinos Logistics,3119JA,Burg Verveenstraat,9,,3119JA,Schiedam,1,vinoslogistics.com,0.0,woonfunctie,86.0,in gebruik,H,,,2018-06-25,2,0,0
71947736,000040094057,Wouters Daktechniek,5251RN,De Roverestraat,9,,5251RN,Vlijmen,1,,0.0,woonfunctie,167.0,in gebruik,F,C,H,2018-06-25,2,0,0
71947914,000040094243,Smart Soil Solutions B.V.,1963AZ,Prof ten Doesschatestraat,335,,1963AZ,Heemskerk,41,www.smartsoilsolutions.nl,0.0,woonfunctie,131.0,in gebruik,M,H,,2018-06-25,1,0,0
71983244,000040127753,ITS Expeditie B.V.,4817BL,Takkebijsters,17,A,4817BL,Breda,41,,0.0,kantoorfunctie,170.0,in gebruik,H,H,,2018-06-27,1,0,0
71984135,000040128598,Karma Transport B.V.,2665JK,Van der Waalsstraat,40,,2665JK,Bleiswijk,41,,0.0,industriefunctie,109.0,in gebruik,H,H,,2018-06-27,3,0,0
72006870,000031107761,J. Wildeman Storage & Logistics B.V.,9936HD,Oosterhorn,4,B,9936HD,Farmsum,41,www.wildeman-sl.nl,0.0,industriefunctie,1275.0,in gebruik,H,H,,2018-06-28,2,0,0
72006870,000041787005,J. Wildeman Storage & Logistics B.V.,9601LJ,Industrieweg,4,,9601LJ,Hoogezand,41,www.wildeman-sl.nl,0.0,industriefunctie,16070.0,in gebruik,H,H,,2018-06-28,2,0,0
72018712,000009986650,van den Dungen Logistics B.V.,5575BJ,Prins van Luikstraat,10,,5575BJ,Luyksgestel,41,,0.0,woonfunctie,260.0,in gebruik,H,H,,2018-06-29,2,0,0
72022159,000003016781,Nijhoff Handel & Transport B.V.,7442CH,Nijverheidsweg,16,,7442CH,Nijverdal,41,www.nijhoffbv.nl,0.0,kantoorfunctie,120.0,in gebruik,G,H,G,2018-06-29,3,1,0
72022841,000040162680,D. Veenstra Diensten,9269PS,De Iken,28,,9269PS,Feanwâlden,1,,0.0,woonfunctie,82.0,in gebruik,H,,,2018-06-29,2,0,0
72025190,000040164748,Amru Rice Europe B.V.,3903LA,Wageningselaan,6,,3903LA,Veenendaal,41,,0.0,kantoorfunctie,666.0,in gebruik,H,G,H,2018-06-29,1,0,0
72026308,000040165760,ERA Chartering B.V.,2993LD,Oslo,16,,2993LD,Barendrecht,41,www.era-chartering.com,0.0,kantoorfunctie,258.0,in gebruik,H,,,2018-12-10,1,0,0
72037032,000040174336,Wise Move B.V.,6049LX,Boven de Wolfskuil,3,A 24,6049LX,Herten,41,,,,,,H,,,2018-02-07,2,0,0
72037415,000040174689,Stella I B.V.,3115HC,Havenstraat,23,A,3115HC,Schiedam,41,,0.0,kantoorfunctie,169.0,in gebruik,N,G,H,2018-02-07,2,0,0
72038896,000012932094,Centravracht,3011RR,Kipstraat,1,C,3011RR,Rotterdam,11,,0.0,woonfunctie,292.0,in gebruik,H,,,2018-02-07,3,0,0
72045132,000040181219,Inland Transport Solutions B.V.,3335LR,Daltonstraat,27,,3335LR,Zwijndrecht,41,,0.0,kantoorfunctie,138.0,in gebruik,H,,,2018-03-07,1,0,0
72054174,000040189066,Sara Logistics,3076GZ,Scottstraat,16,,3076GZ,Rotterdam,1,,0.0,woonfunctie,68.0,in gebruik,H,,,2018-03-07,2,0,0
72058854,000039214052,Cargo Don & Travel,1093GB,Eerste Van Swindenstraat,399,H,1093GB,Amsterdam,11,www.cargodontravel.com,0.0,woonfunctie,54.0,in gebruik,N,H,H,2018-04-07,3,0,0
72065494,000037578472,Basters Pakketdienst,5013BJ,Lovensekanaaldijk,73,,5013BJ,Tilburg,11,www.basterspakketdienst.nl,,,,,H,,,2018-04-07,3,0,0
72065575,000040199320,NBD Logistics B.V.,2722NG,Wiltonstraat,1,,2722NG,Zoetermeer,41,,0.0,winkelfunctie,303.0,in gebruik,H,H,,,3,0,0
72071141,000040204529,Luggage Masters B.V.,2102ES,Beethovenlaan,15,,2102ES,Heemstede,41,,0.0,woonfunctie,153.0,in gebruik,H,K,,,3,0,0
72075201,000040208265,Battal International B.V.,3232EK,Notaris L P vd Blinkln,20,,3232EK,Brielle,41,,0.0,woonfunctie,110.0,in gebruik,H,,,2018-05-07,1,0,0
72105402,000040236145,Optimal Logistics B.V.,1359HJ,Meerveldstraat,27,,1359HJ,Almere,41,,0.0,woonfunctie,226.0,in gebruik,H,H,,2018-10-07,2,0,0
72126442,000040255484,ASR Forwarding B.V.,3208LA,Malledijk,3,26,3208LA,Spijkenisse,41,,0.0,kantoorfunctie,2320.0,in gebruik,H,,,2018-12-07,1,0,0
72130091,000040258807,Rijnmond Logistics B.V.,3356LD,Ketelweg,33,C,3356LD,Papendrecht,41,,0.0,industriefunctie,2333.0,in gebruik,H,,,2018-12-07,3,1,0
72133074,000040261417,Huafeng (Netherlands) Logistics B.V.,1077XX,Strawinskylaan,1143,Tower C-11,1077XX,Amsterdam,41,,,,,,H,H,,2018-12-07,1,0,0
72136553,000040264521,De Groot Werk,7311KW,Hofstraat,62,,7311KW,Apeldoorn,1,,0.0,woonfunctie,87.0,in gebruik,Q,H,H,2018-07-13,2,0,0
72140526,000035126299,De Vries Classics Automot. Restoration V.O.F.,9203TB,Het Zuid,39,,9203TB,Drachten,11,,0.0,industriefunctie,238.0,in gebruik,G,G,H,2018-07-13,3,0,0
72150262,000040277100,W&L Trading B.V.,6301WE,Statenlaan,8,,6301WE,Valkenburg,41,,0.0,woonfunctie,144.0,in gebruik,H,,,2018-07-16,1,0,0
72157224,000040283488,Novo Logistics B.V.,6136GM,Dr. Nolenslaan,157,F,6136GM,Sittard,41,,0.0,industriefunctie,250.0,in gebruik,H,H,,2018-07-17,2,0,0
72164867,000040290638,PBS Proteins B.V.,8433KW,Leeksterweg,71,,8433KW,Haulerwijk,41,,0.0,industriefunctie,1801.0,in gebruik (niet ingemeten),H,,,2018-07-17,1,0,0
72169788,000040295125,BadiabaH,1069GA,Osdorper Ban,1119,,1069GA,Amsterdam,1,,0.0,woonfunctie,94.0,in gebruik,H,G,G,2018-07-18,2,0,0
72199628,000040323730,Digital Data Shipping V.O.F.,2861BC,Bovenberg,83,a a,2861BC,Bergambacht,11,,0.0,logiesfunctie,324.0,in gebruik,H,,,2018-07-23,2,0,0
72210907,000040333914,GPN Logistics,9561PD,Barnflair Oost,78,,9561PD,Ter Apel,41,,0.0,woonfunctie,983.0,in gebruik,H,H,,2018-07-24,3,0,0
72213388,000040336204,Caseley Experience,5222BH,Daviottenweg,40,,5222BH,'s-Hertogenbosch,1,,0.0,sportfunctie,2609.0,in gebruik,H,,,2018-07-24,2,0,0
72233311,000040354873,SendDirect B.V.,1053WG,Da Costakade,51,3,1053WG,Amsterdam,41,www.senddirect.com,0.0,woonfunctie,71.0,in gebruik,H,,,2018-07-26,3,0,0
72234687,000040356191,Chauffeurs Collectief 3 B.V.,9206AA,Tussendiepen,29,,9206AA,Drachten,41,,0.0,industriefunctie,299.0,in gebruik,H,,,,3,0,0
72252537,000040372707,Tito Smart Modal Logistics Europe,2991XV,Escudostraat,6,c,2991XV,Barendrecht,41,www.titoonline.com,0.0,kantoorfunctie,168.0,in gebruik,H,,,2018-07-30,2,0,0
72256087,000040375978,RailGate Europe B.V.,2992XC,1e Barendrechtseweg,82,,2992XC,Barendrecht,41,www.railgateeurope.com,0.0,kantoorfunctie,220.0,in gebruik,K,H,,2018-07-31,1,0,0
72258438,000040377970,IGS Intermodal Container Logistics,3208KJ,Curieweg,5,,3208KJ,Spijkenisse,41,,0.0,kantoorfunctie,374.0,in gebruik,H,,,2018-07-31,2,0,0
72267720,000024772208,Zorge Transport Diensten,7471ST,Breukersweg,16,,7471ST,Goor,11,www.zorgetransportdiensten.nl,0.0,industriefunctie,495.0,in gebruik,H,H,G,2018-01-08,5,0,0
72269871,000040388980,Barneveld diensten,3772GT,Zonnebloemstraat,106,,3772GT,Barneveld,1,,0.0,woonfunctie,108.0,in gebruik,F,G,H,2018-01-08,2,0,0
72275227,000011210729,Autohandel Wurie V.O.F.,8938BH,Adonisweg,45,,8938BH,Leeuwarden,11,www.wurieautos.nl,0.0,industriefunctie,291.0,in gebruik,G,H,,2018-02-08,3,0,0
72286520,000040404455,Xingye Intern. Trading and Logistics Co. B.V.,3013AL,Weena,505,,3013AL,Rotterdam,41,,0.0,kantoorfunctie,658.0,ingetrokken,G,H,,2018-03-08,3,0,0
72297557,000040414701,Excentrico B.V.,4537BB,Verl van Steenbergenlaan,29,,4537BB,Terneuzen,41,,0.0,woonfunctie,111.0,in gebruik,G,H,,2018-07-08,2,0,0
72299231,000040416275,Obra,7531GK,Welnahorst,22,,7531GK,Enschede,1,,0.0,woonfunctie,90.0,in gebruik,M,H,,2018-07-08,2,0,0
72304723,000027336808,A.J. van der Schans,5161GA,Heistraat,37,,5161GA,Sprang-Capelle,11,,0.0,woonfunctie,159.0,in gebruik,F,H,,2018-08-08,3,0,0
72305878,000040422356,DisQounts HandlingXL B.V.,3454PW,Veldzigt,22,,3454PW,De Meern,41,,0.0,kantoorfunctie,1.0,in gebruik,H,,,2019-12-19,2,0,0
72315008,000040430960,C O O Logistics,3191XC,Reinier Kloegstraat,42,,3191XC,Hoogvliet Rotterdam,1,,0.0,woonfunctie,100.0,in gebruik,H,,,2018-09-08,2,0,0
72320958,000040436713,Airhunters WM B.V.,6827AV,Westervoortsedijk,73,KB,6827AV,Arnhem,41,,0.0,kantoorfunctie,4097.0,in gebruik,H,,,2018-09-08,2,0,0
72320966,000040436705,Transfiness B.V.,6883JN,Florijnweg,5,,6883JN,Velp,41,,0.0,industriefunctie,203.0,in gebruik,H,,,2018-09-08,2,0,0
72321385,000040437108,AH Customs,6717LM,Oude Bennekomseweg,1,A,6717LM,Ede,1,https://www.ahcustoms.nl,0.0,kantoorfunctie,2174.0,in gebruik,H,,,2018-09-08,2,0,0
72327170,000040442594,Eco Green Solution,9591TC,Achteresweg,1,,9591TC,Onstwedde,1,,0.0,woonfunctie,115.0,in gebruik,H,,,2018-10-08,2,0,0
72339144,000040453855,Red Chartering & Forwarding B.V.,3011WT,Wijnhaven,70,,3011WT,Rotterdam,41,,,,,,H,M,,2018-08-14,1,0,0
72343893,000040458350,Global Energy Trading B.V.,3034KG,Overwegwachter,4,,3034KG,Rotterdam,41,,0.0,industriefunctie,617.0,in gebruik,G,H,,2018-08-14,2,0,0
72348151,000040462552,Project V,2661MK,Riviermos,3,,2661MK,Bergschenhoek,1,,0.0,woonfunctie,111.0,in gebruik,H,,,2018-08-15,2,0,0
72351314,000040465543,GlobalXP B.V.,7001CD,Hofstraat,20,,7001CD,Doetinchem,41,,0.0,kantoorfunctie,194.0,in gebruik,H,,,2018-08-15,1,0,0
72351640,000040465918,Ingram Micro Fashion Services B.V.,5145NW,Energieweg,2,,5145NW,Waalwijk,41,,0.0,industriefunctie,7495.0,in gebruik,H,,,2018-08-15,1,0,0
72351640,000043280102,Ingram Micro Fashion Services B.V.,5048AN,Zevenheuvelenweg,82,,5048AN,Tilburg,41,,0.0,industriefunctie,19007.0,in gebruik,H,,,2018-08-15,1,0,0
72352582,000040466795,Venta - Trans Europe,3062ME,Lichtenauerlaan,102,,3062ME,Rotterdam,94,www.ventratrans.com,0.0,kantoorfunctie,3354.0,in gebruik,H,,,2018-11-21,5,0,0
72370505,000040483924,Jordex Air Cargo B.V.,1438AH,Ten Pol,4,,1438AH,Oude Meer,41,www.jordex.com,0.0,industriefunctie,698.0,in gebruik,H,,,2018-12-19,2,0,0
72375736,000040488721,Zou Logistics,3032SW,Paap Dirckstraat,50,,3032SW,Rotterdam,1,,0.0,woonfunctie,99.0,in gebruik,H,,,2018-08-20,2,0,0
72381310,000040493954,New Line Logistics B.V.,1017BZ,Herengracht,420,,1017BZ,Amsterdam,41,,0.0,kantoorfunctie,629.0,in gebruik,H,K,,2018-08-20,1,0,0
